Country,H_HIS_Score_norm,H_Oxrollback_score_norm,H_Covidgrowth_deathsnorm,H_Covidgrowth_casesnorm,H_new_cases_smoothed_per_million_norm,H_new_deaths_smoothed_per_million_norm,H_GovernmentResponseIndexForDisplay_norm,H_INFORM_rating.Value_norm,H_wmo_don_alert,H_health_acaps,H_HIS_Score_raw,H_Oxrollback_score_raw,H_Covidgrowth_biweeklydeaths_raw,H_Covidgrowth_biweeklycases_raw,H_new_cases_smoothed_per_million_raw,H_new_deaths_smoothed_per_million_raw,H_GovernmentResponseIndexForDisplay_raw,H_INFORM_rating.Value_raw,H_wmo_don_alert_raw,H_health_acaps_raw
BRA,2.0599999999999996,9.861401218623397,0,0,7.18976,10,NA,3.75,10,0,59.7,0.853033443960524,-21.407601364754424,-25.636653097033097,179.744,5.606,NA,3.5,10,0
BRB,7.620000000000001,2.50215775769688,6.666666666674814e-4,6.666666666674814e-4,1.9089200000000002,0,3.5261538461538464,5,0,0,31.9,0.360333685250637,0.01,0.01,47.723,0,57.08,4,0,0
BRN,7.48,0,6.666666666674814e-4,6.666666666674814e-4,0.3003999999999998,0,5.096923076923077,2.75,0,0,32.6,0.192465557966572,0.01,0.01,7.51,0,46.87,3.1,0,0
BTN,5.940000000000001,0,6.666666666674814e-4,6.666666666674814e-4,0.9701199999999996,0.3699999999999992,1.643076923076924,5.5,0,0,40.3,0.0540043308892981,0.01,0.01,24.253,0.185,69.32,4.2,0,0
BWA,7.779999999999999,7.879098656886205,1.7797971844174647,9.087073054315539,10,9.112,3.5092307692307703,6.75,0,0,31.1,0.720318716007368,26.696957766261963,136.30609581473308,713.731,4.556,57.19,4.7,0,0
CAF,8.54,2.9286744992526,6.666666666674814e-4,6.666666666674814e-4,0.005919999999999703,0,10,10,0,0,27.3,0.388888888888889,0.01,0.01,0.148,0,10.83,7.6,0,0
CAN,0,4.048465612555408,0,0,0.40304000000000073,0.4079999999999995,NA,0,0,0,75.3,0.463858661836217,-43.152270703472844,-25.346756743199556,10.076,0.204,NA,2,0,0
CHE,0.6000000000000014,4.132358072756036,0,10,2.637719999999999,0.09999999999999964,3.9261538461538468,0,0,0,67,0.469475243909889,-62.3170082512643,205.89165048581086,65.943,0.05,54.48,1.9,0,0
CHL,2.3400000000000007,7.199160866455074,0,0,3.2794800000000004,8.266,0,2.5,0,0,58.3,0.674797027934152,-15.520696616931334,-42.651892486584536,81.987,4.133,87.55,3,0,0
CHN,4.359999999999999,0,6.666666666674814e-4,6.666666666674814e-4,8.80000000000436e-4,0,NA,3.5,10,0,48.2,0.036349206349211,0.01,0.01,0.022,0,NA,3.4,10,0
CIV,6.9,6.334380682773265,0,0.061269183901288216,0.08340000000000103,0.03200000000000003,6.058461538461539,9,0,0,35.5,0.616900181593988,-7.692307692307695,0.9190377585193152,2.085,0.016,40.62,5.6,0,0
CMR,7.12,3.086693339689843,4.078790966208184,5.118151262970951,0.13107999999999898,0.06400000000000006,8.701538461538462,9.25,0,0,34.4,0.399468216093977,61.18186449312276,76.77226894456427,3.277,0.032,23.44,5.7,0,0
COD,8.7,8.27628121507556,0,0,0.14119999999999955,0.10800000000000054,7.067692307692308,10,10,0,26.5,0.746910002411016,-32.08816499955741,-10.63218656769373,3.53,0.054,34.06,6.8,10,0
COG,9.28,2.9286744992526,10,0,0.2692399999999999,0.4659999999999993,5.336923076923076,9.25,0,0,23.6,0.388888888888889,223.27525145204703,-27.46102822154973,6.731,0.233,45.31,5.7,0,0
COL,5.159999999999999,4.7359158649934034,0,0,10,10,1.5538461538461537,5.75,0,0,44.2,0.509883307616669,-18.23638115753075,-34.82915533778696,338.615,9.243,69.9,4.3,0,0
COM,8.56,0,6.666666666674814e-4,6.666666666674814e-4,0.09855999999999909,0.3279999999999994,NA,10,0,0,27.2,0.0590476190476147,0.01,0.01,2.464,0.164,NA,6,0,0
CPV,8.14,3.612880095641139,3.3830190561708084,0,3.114159999999999,3.0839999999999996,3.1569230769230767,6.25,0,0,29.3,0.434696305648294,50.745285842562126,-10.28471367089942,77.854,1.542,59.48,4.5,0,0
CRI,4.98,7.382363709398087,0,0,10,4.824,3.5261538461538464,3.5,0,0,45.1,0.687062418662457,-6.199858423784799,-6.198508964762853,254.243,2.412,57.08,3.4,0,0
CUB,6.959999999999999,5.439730491532212,10,7.09545347232747,10,10,1.7707692307692309,3.5,0,0,35.2,0.557003544705347,211.91987110986895,106.43180208491205,553.967,5.184,68.49,3.4,0,0
CYP,5.3999999999999995,7.117698112223462,6.494841057516801,7.126796551817002,10,2.896,2.7723076923076926,3.25,0,0,43,0.669343114149826,97.42261586275201,106.90194827725502,1136.094,1.448,61.98,3.3,0,0
CZE,3.5999999999999996,10,3.1225903050720563,4.716718131027122,0.8681599999999996,0.2140000000000004,4.295384615384616,3.5,0,0,52,1,46.83885457608084,70.75077196540684,21.704,0.107,52.08,3.4,0,0
DEU,0.7999999999999989,4.389309674192852,0,5.946113961699824,0.6502400000000002,0.43599999999999994,1.7307692307692317,0.5,0,0,66,0.486678098075567,-43.88106339867685,89.19170942549736,16.256,0.218,68.75,2.2,0,0
DJI,9.36,2.3158793087217084,6.666666666674814e-4,6.666666666674814e-4,0.040480000000000516,0,5.481538461538462,8.75,0,0,23.2,0.347862383363396,0.01,0.01,1.012,0,44.37,5.5,0,0
DMA,9.2,0.6100284051331872,NA,NA,0.5556400000000004,0,5.576923076923077,5.5,0,0,24,0.233656034157048,NA,NA,13.891,0,43.75,4.2,0,0
DNK,0,3.564452771041399,0,10,6.61676,0.1479999999999997,3.9738461538461536,0.25,10,0,70.4,0.431454106735873,-38.46153846153847,151.03166383511274,165.419,0.074,54.17,2.1,10,0
DOM,6.340000000000001,4.956583433431737,0,0,1.5255200000000002,0.8160000000000007,2.292307692307693,5.75,0,0,38.3,0.524656953617365,-35.58455860211816,-35.183595074809624,38.138,0.408,65.1,4.3,0,0
DZA,9.28,5.418102503099674,4.335047496607386,8.63552999452559,1.0296000000000003,0.7300000000000004,3.598461538461538,4.75,0,0,23.6,0.555555555555556,65.02571244911078,129.53294991788385,25.74,0.365,56.61,3.9,0,0
ECU,3.9800000000000004,7.106825956322959,10,0,2.2879199999999997,10,1.7630769230769214,4.75,0,0,50.1,0.668615225662745,2589.5235445817007,-12.632728133164736,57.198,72.161,68.54,3.9,0,0
EGY,6.0200000000000005,6.418970539125132,0,0,0.0275199999999991,0.12599999999999945,4.92,4,0,0,39.9,0.622563454189215,-63.08555399719494,-65.30911173510064,0.688,0.063,48.02,3.6,0,0
ERI,9.52,0,0,0,0.19819999999999993,0.1620000000000008,4.455384615384616,9.75,0,0,22.4,0.18571952622054,-10.25641025641025,-60.80690047509955,4.955,0.081,51.04,5.9,0,0
ESP,0.8199999999999985,0.03274848381817108,0,10,10,0.702,3.758461538461538,2,0,0,65.9,0.195007268227491,-12.784719510607834,150.90048000618893,531.808,0.351,55.57,2.8,0,0
EST,2.5999999999999996,10,0.5128205128205128,4.710840732749174,1.727360000000001,0.2159999999999993,7.66,2.5,0,0,57,1,7.692307692307692,70.66261099123761,43.184,0.108,30.21,3,0,0
ETH,5.88,5.885361054168175,0,0.5932061642313808,0.033039999999999736,0.02999999999999936,5.481538461538462,9.75,0,0,40.6,0.586838414532693,-50.87719298245613,8.898092463470716,0.826,0.015,44.37,5.9,0,0
FIN,0.2599999999999998,4.714772332476336,0,4.232832805074528,2.33904,0.1039999999999992,3.9738461538461536,0.25,0,0,68.7,0.508467752685684,-69.21858822096351,63.49249207611791,58.476,0.052,54.17,2.1,0,0
FJI,8.86,0,10,8.531310510104817,10,10,1.8353846153846156,5.249999999999999,0,0,25.7,0.101932237818838,208.20444662128588,127.96965765157226,1166.514,10.518,68.07,4.1,0,0
FRA,0.35999999999999943,9.590943594003205,0,10,5.86904,0.49799999999999933,4.135384615384616,2.5,0,0,68.2,0.834926364462594,-32.19246092552866,216.4339626436846,146.726,0.249,53.12,3,0,0
FSM,7.44,NA,NA,NA,0,0,NA,NA,0,0,32.8,NA,NA,NA,0,0,NA,NA,0,0
GAB,10,5.978816524918553,0.5048344314195248,0,0.21823999999999977,0.1280000000000001,3.2692307692307683,7.5,0,0,20,0.593095238095238,7.572516471292897,-7.6919163557171375,5.456,0.064,58.75,5,0,0
GBR,0,3.84053277174229,7.589133694188201,5.181863199952272,10,1.524000000000001,3.413846153846154,1.5,10,0,77.9,0.449937603096901,113.83700541282302,77.72794799928408,698.993,0.762,57.81,2.6,10,0
GEO,3.5999999999999996,5.38763608038849,1.1014467479054488,4.389874604839879,10,8.094,3.10923076923077,5,0,0,52,0.553515835141596,16.521701218581743,65.8481190725982,403.664,4.047,59.79,4,0,0
GHA,6.9,4.922767583196153,10,5.29262855018032,0.2633600000000005,0.11999999999999922,5.4799999999999995,6.75,0,0,35.5,0.522392989754761,549.5192307692307,79.3894282527048,6.584,0.06,44.38,4.7,0,0
GIN,7.459999999999999,3.398109494263756,10,9.419424171828362,0.25760000000000005,0.30400000000000027,3.2046153846153844,10,10,0,32.7,0.42031746031746,259.2105263157895,141.29136257742545,6.44,0.152,59.17,6,10,0
GMB,7.16,0.5163784945122334,10,10,1.196439999999999,0.5920000000000005,5.015384615384615,9.25,0,0,34.2,0.227386192887204,761.2783351913787,1119.5194369604665,29.911,0.296,47.4,5.7,0,0
GNB,10,NA,10,10,0.3658400000000004,0.43599999999999994,NA,10,0,0,20,NA,223.07692307692304,190.93213732955252,9.146,0.218,NA,6.2,0,0
GNQ,10,NA,0,1.1558382006930827,0.1343999999999994,0.20400000000000063,NA,9.75,0,0,16.2,NA,-46.15384615384615,17.33757301039623,3.36,0.102,NA,5.9,0,0
GRC,3.24,4.512378440648886,0,10,10,1.6720000000000006,2.4446153846153855,3.25,0,0,53.8,0.49491752538349,-25.331537339042036,204.33753935523268,256.163,0.836,64.11,3.3,0,0
GRD,8.5,NA,6.666666666674814e-4,6.666666666674814e-4,0,0,NA,4,0,0,27.5,NA,0.01,0.01,0,0,NA,3.6,0,0
GTM,7.459999999999999,6.072922757180111,0,1.2969037962186007,3.9088000000000003,2.7279999999999998,3.6061538461538456,7,0,0,32.7,0.599395630000268,-47.632713794056514,19.453556943279025,97.72,1.364,56.56,4.8,0,0
GUY,7.66,0.587505008907792,0.06455480067239883,0,4.453399999999999,5.448,2.0830769230769244,4.25,0,0,31.7,0.232148097649104,0.9683220100859717,-21.921230913309568,111.335,2.724,66.46,3.7,0,0
HND,8.48,6.324727907550919,0.5347334273992761,0,4.044880000000001,5.278,1.2015384615384619,7.250000000000001,0,0,27.6,0.616253930379691,8.021001410989141,-14.016707081901092,101.122,2.639,72.19,4.9,0,0
HRV,3.3400000000000007,5.111687997485276,0,1.0903140241293734,1.162279999999999,0.8360000000000003,5.207692307692308,3.75,0,0,53.3,0.535041170648603,-39.83582810236601,16.354710361940626,29.057,0.418,46.15,3.5,0,0
HTI,7.699999999999999,1.7013187538184766,0,0,0.1718799999999998,0.9779999999999998,3.653846153846154,10,0,0,31.5,0.30671768707483,-41.373221840956795,-73.16223166368515,4.297,0.489,56.25,6.6,0,0
HUN,3.1999999999999993,10,0,0.3595779670725605,0.1969600000000007,0.266,5.896923076923077,3.5,0,0,54,1,-23.055702917771885,5.393669506088414,4.924,0.133,41.67,3.4,0,0
IDN,2.6799999999999997,4.677211459538965,6.3807222445965905,5.175362994672908,6.98876,8.336,2.027692307692309,6.000000000000001,0,0,56.6,0.505953060362834,95.71083366894887,77.63044492009362,174.719,4.168,66.82,4.4,0,0
IND,4.699999999999999,4.415726992241089,0.7368472441457428,0,1.1188000000000002,1.4640000000000004,1.081538461538461,6.499999999999999,0,0,46.5,0.488446731807721,11.052708662186134,-12.925643137054324,27.97,0.732,72.97,4.6,0,0
IRL,2.1999999999999993,4.168035739136462,0,7.150544342444922,8.839120000000001,0.6939999999999991,1.6830769230769231,2.5,0,0,59,0.471863855960883,-23.99293996738086,107.25816513667384,220.978,0.347,69.06,3,0,0
IRN,6.459999999999999,5.506086224956361,2.115094760312152,4.445854078022801,10,4.82,2.5553846153846145,4.25,0,0,37.7,0.561446046712609,31.726421404682277,66.68781117034203,270.633,2.41,63.39,3.7,0,0
IRQ,8.84,5.770612810382412,2.013738250180765,2.174555416228568,8.94452,2.2799999999999994,3.213846153846154,7,0,0,25.8,0.579156044418726,30.206073752711493,32.618331243428514,223.613,1.14,59.11,4.8,0,0
ISL,4.740000000000001,0,6.666666666674814e-4,6.666666666674814e-4,2.6290000000000004,0,4.695384615384616,1.5,0,0,46.3,0.0892703386434036,0.01,0.01,65.725,0,49.48,2.6,0,0
ISR,4.540000000000001,10,10,10,4.5104,0.3960000000000008,4.615384615384616,1.75,0,0,47.3,0.934261202300882,2369.496021220159,160.7630263902538,112.76,0.198,50,2.7,0,0
ITA,2.759999999999999,9.463058528145696,0,10,1.832559999999999,0.35999999999999943,0.007692307692307665,3,0,0,56.2,0.826364486950981,-51.170237096897154,186.71331139085882,45.814,0.18,79.95,3.2,0,0
JAM,8.2,5.014736990300707,0.2692281953474467,2.304918286999148,0.9436400000000003,2.3160000000000007,2.323076923076922,5.249999999999999,0,0,29,0.528550321677491,4.0384229302117225,34.573774304987225,23.591,1.158,64.9,4.1,0,0
JOR,5.58,10,1.1167026120297159,1.2166939097675975,2.3124400000000005,1.7080000000000002,4.006153846153846,5.75,0,0,42.1,1,16.750539180445728,18.25040864651397,57.811,0.854,53.96,4.3,0,0
JPN,2.040000000000001,4.951995548884098,0,4.965452697911924,1.0496400000000001,0.23199999999999932,3.0846153846153843,0.75,0,0,59.8,0.524349795738758,-43.46153846153846,74.48179046867885,26.241,0.116,59.95,2.3,0,0
KAZ,5.859999999999999,5.581496734211254,10,6.67504361232939,10,10,4.135384615384616,2.75,0,0,40.7,0.566494764004182,3803.705195328232,100.12565418494086,291.356,11.656,53.12,3.1,0,0
KEN,4.58,6.432996330919787,0,0.9429742992224792,0.43611999999999895,0.3620000000000001,1.907692307692308,9,10,0,47.1,0.623502477917623,-46.411483253588514,14.144614488337195,10.903,0.181,67.6,5.6,10,0
KGZ,4.140000000000001,2.9006619412876073,2.015236478727788,0.4665351690454109,8.17792,3.1959999999999997,3.012307692307692,4.5,0,0,49.3,0.387013454189184,30.228547180916827,6.998027535681162,204.448,1.598,60.42,3.8,0,0
KHM,6.159999999999999,2.824743420324629,1.1357017900138295,0.10784262648147092,2.08352,3.3499999999999996,2.764615384615384,7.250000000000001,0,0,39.2,0.381930725623582,17.035526850207454,1.6176393972220753,52.088,1.675,62.03,4.9,0,0
KIR,10,NA,NA,NA,0,0,9.006153846153847,9.75,0,0,19.2,NA,NA,NA,0,0,21.46,5.9,0,0
KNA,8.76,NA,6.666666666674814e-4,6.666666666674814e-4,1.8262799999999988,0,NA,3.25,0,0,26.2,NA,0.01,0.01,45.657,0,NA,3.3,0,0
KOR,10,3.7277534683119464,0.4847756410256405,5.375258599229137,1.1540400000000002,0.06600000000000072,3.276923076923076,2.25,0,0,17.5,0.442387053114063,7.271634615384602,80.62887898843705,28.851,0.033,58.7,2.9,0,0
KWT,4.779999999999999,8.128980355918356,1.513615531939461,0,10,6.69,3.4461538461538455,4.75,0,0,46.1,0.7370482417355,22.704232979091934,-17.626023489656024,295.578,3.345,57.6,3.9,0,0
LAO,5.38,0.6755045016779597,6.666666666674814e-4,6.666666666674814e-4,0.6353999999999989,0.0779999999999994,2.6846153846153857,6.499999999999999,0,0,43.1,0.238039644665405,0.01,0.01,15.885,0.039,62.55,4.6,0,0
LBN,5.38,10,0,8.900850684199437,2.79124,0.33399999999999963,2.4030769230769238,7.5,0,0,43.1,1,-38.42855000749738,133.51276026299155,69.781,0.167,64.38,5,0,0
LBR,6.9799999999999995,2.1581372599665976,0,0,0.20448000000000022,0.22600000000000087,3.718461538461538,10,0,0,35.1,0.337301587301587,-44.01916853373164,-74.96107222834266,5.112,0.113,55.83,6.2,0,0
LBY,8.86,6.863511254097826,8.771512516573505,10,10,2.662,3.798461538461538,5.75,0,0,25.7,0.65232535895112,131.5726877486026,361.3842701468704,359.508,1.331,55.31,4.3,0,0
LCA,6.94,NA,7.692307692307693,0.2830773449530053,1.6803999999999988,1.556000000000001,NA,4.75,0,0,35.3,NA,115.3846153846154,4.246160174295096,42.01,0.778,NA,3.9,0,0
LIE,5.300000000000001,3.5261372201759125,6.666666666674814e-4,6.666666666674814e-4,1.6481999999999992,0,3.638461538461538,0,0,0,43.5,0.42888888888889,0.01,0.01,41.205,0,56.35,1.9,0,0
LKA,7.220000000000001,3.800263619477561,0,0,2.78972,3.95,0.04769230769230859,5.75,0,0,33.9,0.447241592058589,-3.9675577163620717,-7.91240302218319,69.743,1.975,79.69,4.3,0,0
LSO,7.96,1.4836208151147172,4.104486836141897,4.942737049029353,1.3097200000000004,0.5340000000000007,5.641538461538461,10,0,0,30.2,0.292142857142858,61.567302542128445,74.1410557354403,32.743,0.267,43.33,6,0,0
LTU,3,10,0,7.9118231586134575,1.2846399999999996,0.31400000000000006,3.8138461538461534,2,0,0,55,0.882696120570234,-59.606220872388334,118.67734737920186,32.116,0.157,55.21,2.8,0,0
LUX,5.240000000000001,7.5422609435827095,7.692307692307693,1.2600562681793583,6.23484,0.9120000000000008,3.493846153846154,3,0,0,43.8,0.697767503922841,115.3846153846154,18.900844022690354,155.871,0.456,57.29,3.2,0,0
LVA,1.42,10,0,0,0.8119200000000006,1.5139999999999993,6.138461538461538,3.5,0,0,62.9,0.864632392022289,-59.25437874046011,-21.079545995933955,20.298,0.757,40.1,3.4,0,0
MAR,5.26,5.183743227198273,5.300161072656827,10,2.6937599999999993,0.7040000000000006,3.4292307692307684,5.75,0,0,43.7,0.539865252700226,79.50241608985242,183.5472363140713,67.344,0.352,57.71,4.3,0,0
MDA,5.42,10,0.7999999999999989,0.8956003119596403,0.7195999999999998,1.0619999999999994,3.316923076923077,6.000000000000001,0,0,42.9,0.922375021003542,12.000000000000004,13.434004679394596,17.99,0.531,58.44,4.4,0,0
MDG,5.9799999999999995,0.5567080453798976,0,0.36749493595150007,0.018360000000001264,0.041999999999999815,4.295384615384616,10,0,0,40.1,0.230086247598925,-43.44729344729345,5.5124240392725,0.459,0.021,52.08,6.2,0,0
MDV,7.24,NA,0,0,9.04912,1.5860000000000003,NA,5,0,0,33.8,NA,-28.205128205128204,-30.176387252393074,226.228,0.793,NA,4,0,0
MEX,2.4800000000000004,6.817695312319003,1.3489206858096718,5.525322655650436,3.2613200000000013,3.3979999999999997,4.96,4.25,0,0,57.6,0.649257991554003,20.233810287145083,82.87983983475654,81.533,1.699,47.76,3.7,0,0
MHL,10,NA,NA,NA,0,0,NA,8.5,0,0,18.2,NA,NA,NA,0,0,NA,5.4,0,0
MKD,6.18,NA,0,7.542735042735043,0.29623999999999917,0,NA,4.25,0,0,39.1,NA,-86.53846153846155,113.14102564102564,7.406,0,NA,3.7,0,0
MLI,8.2,2.1346624042717233,4.102564102564104,1.082657702194977,0.010160000000000835,0.02800000000000047,4.92,9.25,0,0,29,0.335729950787858,61.53846153846154,16.239865532924657,0.254,0.014,48.02,5.7,0,0
MLT,6.540000000000001,10,6.666666666674814e-4,6.666666666674814e-4,10,0,3.092307692307692,5.249999999999999,0,0,37.3,1,0.01,0.01,465.579,0,59.9,4.1,0,0
MMR,5.32,0,10,10,4.127000000000001,8.04,2.027692307692309,7,0,0,43.4,0.186232526040507,614.3738964812524,167.810179527054,103.175,4.02,66.82,4.8,0,0
MNE,5.26,NA,0,2.810262969036992,2.1471999999999998,0.9100000000000001,NA,4.25,0,0,43.7,NA,-60.843632786078835,42.153944535554885,53.68,0.455,NA,3.7,0,0
MNG,4.1000000000000005,1.071365610468094,0,0,10,3.66,3.0446153846153843,4.25,0,0,49.5,0.26454246031746,-34.99195802797931,-25.370551773107575,350.531,1.83,60.21,3.7,0,0
MOZ,8.379999999999999,4.643934979550246,10,7.027568469695025,1.850760000000001,1.3260000000000005,4.68,10,0,0,28.1,0.503725207221651,213.28671328671328,105.41352704542537,46.269,0.663,49.58,6.2,0,0
MRT,8.5,3.322826885272491,10,7.398223336108473,1.2621599999999997,0.984,5.8015384615384615,9.5,0,0,27.5,0.415277305920886,238.46153846153845,110.9733500416271,31.554,0.492,42.29,5.8,0,0
MUS,7.02,0.14091987868055966,6.666666666674814e-4,6.666666666674814e-4,2.1162799999999997,0.2240000000000002,2.644615384615384,4.25,0,0,34.9,0.202249319727891,0.01,0.01,52.907,0.112,62.81,3.7,0,0
MWI,8.4,7.620129224554481,10,10,1.41948,1.4779999999999998,4.775384615384616,9.25,0,0,28,0.702980768499512,280.69029850746267,214.47180114128912,35.487,0.739,48.96,5.7,0,0
MYS,1.5599999999999987,3.1330888501105676,2.6838839579224194,4.663199035074634,10,7.556,0,3,0,0,62.2,0.402574385486372,40.258259368836285,69.94798552611952,370.539,3.778,80,3.2,0,0
NAM,6.879999999999999,6.902950291795072,4.629305409237128,0,10,10,1.9553846153846148,7.749999999999999,0,0,35.6,0.654965793998602,69.43958113855692,-34.68979975298124,302.647,26.256,67.29,5.1,0,0
NER,7.56,0.6595010359389537,0,2.3809688143470105,0.011319999999999553,0,7.467692307692308,10,0,0,32.2,0.236968216093977,-100,35.71453221520516,0.283,0,31.46,6.2,0,0
NGA,6.440000000000001,6.539848730470283,4.102564102564104,10,0.028200000000000003,0.0039999999999995595,5.28923076923077,9.75,0,0,37.8,0.630656222967046,61.538461538461554,159.83864705121013,0.705,0.002,45.62,5.9,0,0
NIC,5.38,6.300664002558811,0,1.9195133147083787,0.29416000000000153,0.04400000000000048,10,6.499999999999999,0,0,43.1,0.614642857142859,-28.20512820512821,28.79269972062567,7.354,0.022,11.04,4.6,0,0
NLD,0,8.699613382494643,0,10,10,0.25,4.695384615384616,1.25,0,0,75.6,0.775251999499295,-7.146431333303004,710.9007087781133,583.972,0.125,49.48,2.5,0,0
NOR,1.0800000000000018,3.8379291462456457,0,0,1.2975600000000007,0,3.4861538461538455,0,0,0,64.6,0.44976329093278,-100,-9.669105568332167,32.439,0,57.34,1.9,0,0
NPL,6.9799999999999995,5.786074364205672,0,0.024621986201239565,2.387760000000001,1.911999999999999,2.2276923076923083,7.749999999999999,0,0,35.1,0.580191192104551,-14.287165938420895,0.36932979301858115,59.694,0.956,65.52,5.1,0,0
NRU,9.84,NA,NA,NA,NA,NA,NA,8,0,0,20.8,NA,NA,NA,NA,NA,NA,5.2,0,0
NZL,3.1999999999999993,0,6.666666666674814e-4,6.666666666674814e-4,0.04504000000000019,0,6.473846153846154,0.25,0,0,54,0.116100155614712,0.01,0.01,1.126,0,37.92,2.1,0,0
